snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,support CNL1L2L3,support L1L2L3,L1,L2,L3
Hodgkin's disease (disorder),118599009,Hodgkin lymphoma,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"Chemotherapy is usually given over a period of a few months on an outpatient basis, which means you shouldn't have to stay in hospital overnight",NHS,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Angiography (procedure),77343006,Angiography,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,The test can take between 30 minutes and 2 hours,NHS,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Rheumatoid arthritis (disorder),69896004,Rheumatoid arthritis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,Replacement of these joints is a major operation that involves several days in hospital followed by months of rehabilitation.,NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Anthrax (disorder),409498004,Anthrax,PERMANENT,0.0011520737327188,Prompt treatment with antibiotics can cure most anthrax infections.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,
Exteriorization of trachea (procedure),697984004,Tracheostomy,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"After having a tracheostomy, you'll need to stay in hospital for at least a few days or weeks",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Callosity (disorder),201040000,Corns and calluses,PERMANENT,0.0011520737327188,Socks that don't fit properly also can be a problem.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,
Thrombocytopenic disorder (disorder),302215000,Pediatric thrombocytopenia,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,Most children recover from ITP without any treatment within six months.,MAYO,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR
Schizophrenia (disorder),58214004,Schizophrenia,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"However, most people take medication for 1 or 2 years after their first psychotic episode to prevent further acute schizophrenic episodes occurring, and for longer if the illness is recurrent.",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Fibrous dysplasia (morphologic abnormality),789439000,Fibrous dysplasia,PERMANENT,0.0011520737327188,There's no cure for the disorder.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,
Nephrotic syndrome (disorder),52254009,Nephrotic syndrome in children,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"Most children respond well to treatment with prednisolone, with the protein often disappearing from their urine and the swelling going down within a few weeks",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Radiation sickness (disorder),370402009,Radiation sickness,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.032258064516129,"Depending on the severity of illness, death can occur within two days or two weeks.",MAYO,0.0001932740626207,0.0059914959412446,DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH
Meralgia paresthetica (disorder),85007004,Meralgia paresthetica,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0131578947368421,"For most people, the symptoms of meralgia paresthetica ease in a few months.",MAYO,0.0003865481252415,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR
Diarrhea and vomiting (finding),249519007,Diarrhoea and vomiting,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,diarrhoea usually stops within 5 to 7 days,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Plague (disorder),58750007,Plague,DECLINE FAST FROM 1 DAY TO 1 WEEK,0.0555555555555555,Pneumonic plague progresses rapidly and may cause respiratory failure and shock within two days of infection.,MAYO,0.0001932740626207,0.0034789331271743,DECLINE,FAST,FROM 1 DAY TO 1 WEEK
Ichthyosis vulgaris (disorder),254157005,Ichthyosis vulgaris,PERMANENT,0.0011520737327188,"No cure has been found for ichthyosis vulgaris, and treatments focus on controlling the condition.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,
Allergic disposition (finding),609328004,Allergies,PERMANENT,0.0023041474654377,"While most allergies can't be cured, treatments can help relieve your allergy symptoms.",MAYO,0.0003865481252415,0.1677618863548511,PERMANENT,,
Acquired deformity of finger due to trauma (disorder),64298006,Mallet finger,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,It may take several months for your finger to become fully functional,NHS,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR
Infection caused by Schistosoma (disorder),10087007,Schistosomiasis (bilharzia),IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812,"You often don't have any symptoms when you first become infected with schistosomiasis, but the parasite can remain in the body for many years and cause damage to organs such as the bladder, kidneys and liver.",NHS,0.0003865481252415,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Binge eating disorder (disorder),439960005,Binge eating disorder,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"You should be offered about 16 weekly sessions over 4 months, each one lasting about 90 minutes for a group session and 60 minutes for an individual session.",NHS,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Acute poliomyelitis (disorder),398102009,Polio,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0666666666666666,"The paralysis isn't usually permanent, and movement will often slowly return over the next few weeks and months.",NHS,0.0001932740626207,0.0028991109393119,DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Dialysis procedure (procedure),108241001,Dialysis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"Someone who starts dialysis in their late 20s can expect to live for up to 20 years or longer, but adults over 75 may only survive for 2 to 3 years.",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Hutchinson-Gilford syndrome (disorder),238870004,Progeria,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,"Progeria (pro-JEER-e-uh), also known as Hutchinson-Gilford syndrome, is an extremely rare, progressive genetic disorder that causes children to age rapidly, starting in their first two years of life.",MAYO,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Electrocardiographic procedure (procedure),29303009,Electrocardiogram (ECG),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,You don't need to do anything special to prepare for the test,NHS,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Solar lentigo (disorder),72100002,Age spots (liver spots),DECLINE SLOWLY FROM 2 MONTH TO 6 MONTH,0.1428571428571428,Applying prescription bleaching creams (hydroquinone) alone or with retinoids (tretinoin) and a mild steroid might gradually fade the spots over several months.,MAYO,0.0001932740626207,0.0013529184383455,DECLINE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Xerostomia (disorder),87715008,Dry mouth,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,your mouth is still dry after trying home or pharmacy treatments for a few weeks,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Gallbladder calculus (disorder),235919008,Gallstones,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812,"But it may take months or years of treatment to dissolve your gallstones in this way, and gallstones will likely form again if treatment is stopped.
Sometimes",MAYO,0.0003865481252415,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Injury of head (disorder),82271004,Head injury and concussion,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0048543689320388,You do not usually need to go to hospital and should make a full recovery within 2 weeks,NHS,0.0005798221878623,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Encephalitis (disorder),45170000,Encephalitis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,How long someone with encephalitis needs to stay in hospital can range from a few days to several weeks or even months.,NHS,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Allergy to wheat (finding),420174000,Wheat allergy,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,A child or adult with wheat allergy is likely to develop signs and symptoms within minutes to hours after eating something containing wheat.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Shoulder pain (finding),45326000,Shoulder pain,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,It can take 6 months or longer to recover from shoulder pain.,NHS,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR
Injury of rotator cuff (disorder),718539004,Rotator cuff injury,DECLINE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0833333333333333,"Without treatment, rotator cuff problems may lead to permanent loss of motion or weakness, and may result in progressive degeneration of the shoulder joint.",MAYO,0.0001932740626207,0.0023192887514495,DECLINE,SLOWLY,FROM 6 MONTH TO 1 YEAR
Polymorphic light eruption (disorder),238525001,Polymorphous light eruption,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Some people gradually become less sensitive over several years and eventually no longer experience the annual rash.,MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Human papillomavirus infection (disorder),240532009,HPV infection,PERMANENT,0.0011520737327188,"However, there's no cure for the virus, so they can reappear in the same place or other places.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,
Ocular rosacea (disorder),200933006,Ocular rosacea,PERMANENT,0.0023041474654377,"There's no cure for ocular rosacea, but medications and a good eye care routine can help control the signs and symptoms.",MAYO,0.0003865481252415,0.1677618863548511,PERMANENT,,
Anorexia nervosa (disorder),56882008,Anorexia nervosa,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,"Adolescent-focused psychotherapy will usually involve up to 40 sessions, and normally lasts between 12 and 18 months",NHS,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR
Respiratory tract infection (disorder),275498002,Chest infection,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,"These symptoms can be unpleasant, but they usually get better on their own in about 7 to 10 days.",NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Amyloidosis (disorder),17602002,Amyloidosis,PERMANENT,0.0034562211981566,"Amyloid isn't normally found in the body, but it can be formed from several different types of protein.",MAYO,0.0005798221878623,0.1677618863548511,PERMANENT,,
Kidney stone (disorder),95570007,Kidney stones,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK,0.0434782608695652,"For this test, your doctor may request that you perform two urine collections over two consecutive days.",MAYO,0.0001932740626207,0.0044453034402783,IMPROVE,MODERATELY,FROM 1 DAY TO 1 WEEK
Benign paroxysmal positional vertigo (disorder),111541001,Benign paroxysmal positional vertigo (BPPV),IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,Benign paroxysmal positional vertigo may go away on its own within a few weeks or months.,MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Ketoacidosis in diabetes mellitus (disorder),420422005,Diabetic ketoacidosis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,It's common to stay in hospital for around 2 days,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Lazy eye (finding),246623008,Lazy eye,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,Most children will need to wear the patch for a few hours a day for several months,NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Genus Cytomegalovirus (organism),407444007,Cytomegalovirus (CMV),IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"If you do have symptoms, they normally get better on their own within about 3 weeks.",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Acne vulgaris (disorder),11381005,Acne,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0150375939849624,Stress can make acne worse.,MAYO,0.0007730962504831,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Air embolism (disorder),271376002,Air or gas embolism,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,They can develop within 10 to 20 minutes or sometimes even longer after surfacing,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Total visual and total hearing impairment (disorder),765178008,Deafblindness,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"In older people, it may develop gradually and the person themselves may not realise their vision and/or hearing is getting worse at first.",NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Malignant tumor of testis (disorder),363449006,Testicular cancer,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"This is usually more frequent in the first year or 2, but follow-up appointments may last for up to 5 years.",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Solar erythema (disorder),403194002,Sunburn,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0072463768115942,"Within a few days, your body may start to heal itself by peeling the damaged skin's top layer.",MAYO,0.0003865481252415,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Herbal medicine (product),349365008,Herbal medicines,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,But you should be aware that:,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Traveler's diarrhea (disorder),11840006,Traveler's diarrhea,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0072463768115942,Most cases improve within one to two days without treatment and clear up completely within a week.,MAYO,0.0003865481252415,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Secondary malignant neoplasm of brain (disorder),94225005,Brain metastases,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,"People undergoing whole-brain radiation usually require 10 to 15 treatments over two to three weeks.
Side",MAYO,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Homocystinuria (disorder),11282001,Homocystinuria,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Babies born with HCU don't usually have any symptoms in the first year of their life,NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Herpes labialis (disorder),1475003,Cold sore,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,"The sores can last several days, and the blisters can take two to three weeks to heal completely.",MAYO,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Capillary leak syndrome (disorder),87730004,Systemic capillary leak syndrome,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,The frequency of attacks can range from several a year to a single instance in a lifetime.,MAYO,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR
Thyroiditis (disorder),82119001,Thyroiditis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,It may take months or even years for the condition to be detected because it progresses very slowly.,NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Cholera (disorder),63650001,Cholera,PERMANENT,0.0011520737327188,"There's a vaccine for cholera, but most people don't need it.",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,
Traumatic brain injury (disorder),127295002,Traumatic brain injury,DECLINE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0833333333333333,"Parkinson's disease, a progressive condition that causes movement problems, such as tremors, rigidity and slow movements",MAYO,0.0001932740626207,0.0023192887514495,DECLINE,SLOWLY,FROM 6 MONTH TO 1 YEAR
Adult onset Still's disease (disorder),239920006,Adult Still's disease,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,The joint discomfort usually lasts at least two weeks.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Dislocation (morphologic abnormality),87642003,Dislocation,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"When treated properly, most dislocations return to normal function after several weeks of rest and rehabilitation.",MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Cellulitis (disorder),128045006,Cellulitis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,"In most cases, signs and symptoms of cellulitis disappear after a few days.",MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Actinomycotic infection (disorder),11817007,Actinomycosis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812,your symptoms get worse or don't improve after leaving hospital,NHS,0.0003865481252415,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
"Polycystic kidney disease, infantile type (disorder)",28770003,Autosomal recessive polycystic kidney disease,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,"Most of these side effects should pass in a few days, although some people have a dry cough for longer.",NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Transplantation of pancreas (procedure),62438007,Pancreas transplant,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,Most people are able to get back to their normal activities within a few months.,NHS,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR
