snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,support CNL1L2L3,support L1L2L3
Rickets (disorder),41345002,Rickets,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,"During most seasons, 10 to 15 minutes of exposure to the sun near midday is enough.",MAYO,0.00019327406262079628,0.18650947042906849
Allergy to food (finding),414285001,Food allergy,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"For reasons that are unclear, rates of food allergies have risen sharply in the last 20 years.",NHS,0.00019327406262079628,0.05141090065713181
Herniated structure (morphologic abnormality),414403008,Hernia,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,Most people are able to go home the same day or the day after surgery and make a full recovery within a few weeks.,NHS,0.00019327406262079628,0.11944337069965212
Invagination (morphologic abnormality),41444002,Intussusception,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,It's the most common cause of bowel obstruction in children between the ages of 6 months and 3 years.,MAYO,0.00019327406262079628,0.05141090065713181
Blepharitis (disorder),41446000,Blepharitis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,"Although a chalazion can be painful when developing, it can become a relatively painless swelling that feels like a small bead in your eyelid.",MAYO,0.00019327406262079628,0.18650947042906849
Intoxication with Clostridium botulinum toxin (disorder),414531002,Botulism,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,"Many people recover fully, but it may take months and extended rehabilitation therapy.",MAYO,0.00019327406262079628,0.00889060688055663
Kyphosis deformity of spine (disorder),414564002,Kyphosis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"You may need to stay in hospital for up to a week after the operation, and you may have to wear a back brace for up to 9 months to support your spine while it heals.",NHS,0.00019327406262079628,0.02338616157711635
Myocardial ischemia (disorder),414795007,Myocardial ischemia,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,Myocardial ischemia can develop slowly as arteries become blocked over time.,MAYO,0.00019327406262079628,0.052377270970235784
Obesity (disorder),414916001,Obesity,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.004145077720207254,"take up activities such as fast walking, jogging, swimming or tennis for 150 to 300 minutes (2",NHS,0.0007730962504831851,0.18650947042906849
Onychomycosis (disorder),414941008,Fungal nail infection,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,You'll need to take these every day for up to 6 months,NHS,0.00019327406262079628,0.02338616157711635
Febrile convulsion (finding),41497008,Febrile seizures,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,This often happens within a year of the first one,NHS,0.00019327406262079628,0.029377657518361036
Placental abruption (disorder),415105001,Placental abruption,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,"Placental abruption is most likely to occur in the last trimester of pregnancy, especially in the last few weeks before birth.",MAYO,0.00019327406262079628,0.00889060688055663
Reactive attachment disorder (disorder),41526007,Reactive attachment disorder,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"Without treatment, reactive attachment disorder can continue for several years and may have lifelong consequences.",MAYO,0.00019327406262079628,0.05141090065713181
Severe acute respiratory syndrome-related coronavirus (organism),415360003,SARS (severe acute respiratory syndrome),PERMANENT,0.001152073732718894,"There's currently no cure for SARS, but research to find a vaccine is ongoing.",NHS,0.00019327406262079628,0.16776188635485118
Whipple's disease (disorder),41545003,Whipple's disease,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,Symptoms tend to develop slowly over many years in most people with this disease.,MAYO,0.00019327406262079628,0.052377270970235784
Sweating (finding),415690000,Sweating and body odor,PERMANENT,0.001152073732718894,"Otherwise, lifestyle and home treatments can usually help with normal sweating and body odor.",MAYO,0.00019327406262079628,0.16776188635485118
Swelling of first metatarsophalangeal joint of hallux (disorder),415692008,Bunions,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,avoid sports for up to 6 months,NHS,0.00019327406262079628,0.02338616157711635
Carbuncle (morphologic abnormality),41570003,Boils and carbuncles,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,Hasn't healed in two weeks,MAYO,0.00019327406262079628,0.11944337069965212
Cavernous hemangioma (disorder),416824008,Cavernoma,PERMANENT,0.001152073732718894,But severe haemorrhages can be life threatening and may lead to long-lasting problems.,NHS,0.00019327406262079628,0.16776188635485118
"Hydatidiform mole, benign (disorder)",417044008,Molar pregnancy,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.007712082262210797,He or she may recommend waiting for six months to one year before trying to become pregnant.,MAYO,0.0005798221878623889,0.07518361035948977
Dislocation of shoulder joint (disorder),417076003,Dislocated shoulder,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.007712082262210797,A dislocated shoulder takes between 12 and 16 weeks to heal after the shoulder has been put back into place.,NHS,0.0005798221878623889,0.07518361035948977
Disease caused by West Nile virus (disorder),417093003,West Nile virus,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,There are usually no symptoms and it gets better without treatment,NHS,0.00038654812524159255,0.18650947042906849
Blister of skin AND/OR mucosa (disorder),417237009,Blisters,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,Blisters should heal on their own within a week,NHS,0.00019327406262079628,0.053343641283339766
Sickling disorder due to hemoglobin S (disorder),417357006,Sickle cell disease,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.03448275862068965,Finding out as much as possible about sickle cell disease may help you feel more in control of your illness.,NHS,0.00019327406262079628,0.005604947816003092
Genus Rotavirus (organism),417542000,Rotavirus,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,"Usually, the infection resolves within three to seven days.",MAYO,0.00019327406262079628,0.053343641283339766
Dislocation of elbow joint (disorder),417558002,Dislocated elbow,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,You probably will need an X-ray to check for fracture in the bones that make up the elbow joint.,MAYO,0.00019327406262079628,0.18650947042906849
Angioplasty of blood vessel (procedure),418285008,Coronary angioplasty and stent insertion,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.010869565217391304,"Your chest may also feel tender after the procedure, but this is normal and usually passes in a few days",NHS,0.0005798221878623889,0.053343641283339766
Porphyria (disorder),418470004,Porphyria,PERMANENT,0.0034562211981566822,"However, porphyria usually can be managed by treatment and lifestyle changes so that you can live a full and healthy life.",MAYO,0.0005798221878623889,0.16776188635485118
Brugada syndrome (disorder),418818005,Brugada syndrome,PERMANENT,0.0034562211981566822,Brugada syndrome is a rare but serious condition that affects the way electrical signals pass through the heart.,NHS,0.0005798221878623889,0.16776188635485118
Lichen nitidus (disorder),41890004,Lichen nitidus,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,"For most people, lichen nitidus lasts for a few months to a year.",MAYO,0.00019327406262079628,0.029377657518361036
Epidermoid cyst (morphologic abnormality),419670003,Epidermoid cysts,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,Most epidermoid cysts don't cause problems or need treatment.,MAYO,0.00038654812524159255,0.18650947042906849
Bacterial vaginosis (disorder),419760006,Bacterial vaginosis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"It's common for BV to come back, usually within 3 months.",NHS,0.00019327406262079628,0.02338616157711635
Allergy to nickel (finding),419788000,Nickel allergy,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,It can take months for phototherapy to have an effect on a nickel allergy reaction.,MAYO,0.00019327406262079628,0.07518361035948977
Epidermoid cyst (disorder),419893006,Epidermoid cysts,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,Most epidermoid cysts don't cause problems or need treatment.,MAYO,0.00038654812524159255,0.18650947042906849
Watery eye (finding),420103007,Watering eyes,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,"Watering eyes are common and often get better on their own, but treatment may be needed if the watering affects your daily activities.",NHS,0.00019327406262079628,0.18650947042906849
Allergy to wheat (finding),420174000,Wheat allergy,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,A child or adult with wheat allergy is likely to develop signs and symptoms within minutes to hours after eating something containing wheat.,MAYO,0.00019327406262079628,0.18650947042906849
Pressure ulcer (morphologic abnormality),420226006,Bedsores (pressure ulcers),DECLINE FAST FROM 1 DAY TO 1 WEEK,0.05555555555555555,Bedsores can develop over hours or days.,MAYO,0.00019327406262079628,0.0034789331271743327
Ketoacidosis in diabetes mellitus (disorder),420422005,Diabetic ketoacidosis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,It's common to stay in hospital for around 2 days,NHS,0.00019327406262079628,0.053343641283339766
Retinal detachment (disorder),42059000,Retinal detachment,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,After surgery your vision may take several months to improve.,MAYO,0.00019327406262079628,0.029377657518361036
Phylum Nemata (organism),421727006,Threadworms,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,They take around 2 weeks to hatch,NHS,0.00019327406262079628,0.11944337069965212
Nausea (finding),422587007,Feeling sick (nausea),IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,don't feel better in a few days,NHS,0.00019327406262079628,0.053343641283339766
Genus Scleroderma (fungus) (organism),422801000,Scleroderma,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.011278195488721806,may improve after a few years and treatment may not be needed,NHS,0.0005798221878623889,0.05141090065713181
Hurthle cell carcinoma of thyroid (disorder),423158009,Hurthle cell cancer,PERMANENT,0.001152073732718894,You'll need to take this hormone for the rest of your life.,MAYO,0.00019327406262079628,0.16776188635485118
Endoscopy (procedure),423827005,Endoscopy,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0051813471502590676,"Depending on what part of your body is being looked at, you will probably be asked to avoid eating and drinking for several hours before you have an endoscopy.",NHS,0.0009663703131039817,0.18650947042906849
Listeriosis (disorder),4241002,Listeriosis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,"In most people, listeriosis has no symptoms or only causes mild symptoms for a few days, such as:",NHS,0.00019327406262079628,0.053343641283339766
Nephrogenic systemic fibrosis (disorder),424114000,Nephrogenic systemic fibrosis,PERMANENT,0.002304147465437788,"There is no cure for nephrogenic systemic fibrosis, and no treatment is consistently successful in halting or reversing the progression of the disease.",MAYO,0.00038654812524159255,0.16776188635485118
Genus Ebolavirus (organism),424206003,Ebola virus and Marburg virus,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"It may take months to regain weight and strength, and the viruses remain in the body for weeks.",MAYO,0.00019327406262079628,0.07518361035948977
Sarcoma (disorder),424413001,Soft tissue sarcomas,PERMANENT,0.002304147465437788,"If it's detected at an early stage or is a low-grade tumour and it can be removed during surgery, a cure is usually possible",NHS,0.00038654812524159255,0.16776188635485118
Chemical burn (disorder),426284001,Acid and chemical burns,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,More severe and deeper burns can take months or even years to fully heal and usually leave some visible scarring,NHS,0.00019327406262079628,0.05141090065713181
Streptococcus agalactiae infection (disorder),426933007,Group B strep,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,Your baby may be monitored in hospital for up to 12 hours to check for any problems,NHS,0.00019327406262079628,0.18650947042906849
Aphthous ulcer of mouth (disorder),426965005,Canker sore,IMPROVE FAST FROM 8 DAY TO 2 MONTH,0.05,"Treatment usually isn't necessary for minor canker sores, which tend to clear on their own in a week or two.",MAYO,0.00019327406262079628,0.003865481252415926
Nontraumatic exertional compartment syndrome (disorder),427458001,Chronic exertional compartment syndrome,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,Chronic exertional compartment syndrome may respond to nonoperative treatment and activity modification.,MAYO,0.00038654812524159255,0.18650947042906849
Pudendal neuralgia (disorder),427972000,Pudendal neuralgia,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"prolonged sitting, cycling, horse riding or constipation (usually for months or years) – this can cause repeated minor damage to the pelvic area",NHS,0.00019327406262079628,0.05141090065713181
Malignant neoplasm of bone (disorder),428281000,Bone cancer,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0048543689320388345,Ewing sarcoma – which most commonly affects people aged between 10 and 20,NHS,0.0005798221878623889,0.11944337069965212
Anoxia caused by high altitude (disorder) ,42883007,Altitude sickness,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.007246376811594203,It usually takes a few days for your body to get used to a change in altitude.,NHS,0.00038654812524159255,0.053343641283339766
Rupture of Achilles tendon (disorder),429513001,Achilles tendon rupture,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,Most people return to their former level of activity within four to six months.,MAYO,0.00019327406262079628,0.00889060688055663
Vascular dementia (disorder),429998004,Vascular dementia,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.011070110701107012,Vascular dementia can start suddenly or begin slowly over time.,NHS,0.0005798221878623889,0.052377270970235784
Hydronephrosis (disorder),43064006,Hydronephrosis,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.03225806451612903,"If it does, these may develop quickly over a few hours or gradually over weeks or months",NHS,0.00019327406262079628,0.005991495941244685
