conceptId,snomedConcept,snomedIdentifier,term
3457005,Referral to hypertension clinic,183856001,Patient referral (procedure)
34801009,Tubal pregnancy (disorder),79586000,Ectopic pregnancy (disorder)
34853001,Partial resection of colon (procedure),43075005,Operation on intestine (procedure)
34853001,Construction of diverting colostomy (procedure),387607004,Operation on intestine (procedure)
34853001,Rectal polypectomy (procedure),274031008,Operation on intestine (procedure)
34896006,Cesarean section (procedure),11466000,Incision (procedure)
34896006,Episiotomy (procedure),85548006,Incision (procedure)
34896006,Incision of trachea (procedure),48387007,Incision (procedure)
35216007,Vasectomy (procedure),22523008,Operation on spermatic cord (procedure)
3527003,Antenatal RhD antibody screening,169673001,Antibody measurement (procedure)
3527003,Gonorrhea infection test,165829005,Antibody measurement (procedure)
3527003,Syphilis infection test,269828009,Antibody measurement (procedure)
3527003,Measurement of Varicella-zoster virus antibody,104326007,Antibody measurement (procedure)
3527003,Hepatitis C antibody test,104375008,Antibody measurement (procedure)
35489007,Major depressive disorder (disorder),370143000,Depressive disorder (disorder)
35489007,"Major depression, single episode (disorder)",36923009,Depressive disorder (disorder)
35774004,Hemoglobin / Hematocrit / Platelet count,104091002,"Complete blood count with white cell differential, manual (procedure)"
359557001,Coronary arteriosclerosis (disorder),53741008,Disorder of artery (disorder)
359919005,Lumpectomy of breast (procedure),392021009,Excision of lesion of thorax (procedure)
36048009,Urine screening for glucose,268556000,Glucose measurement (procedure)
36048009,Oral Glucose Tolerance Test,113076002,Glucose measurement (procedure)
361153005,Construction of diverting colostomy (procedure),387607004,Repair of stoma of large intestine (procedure)
362958002,Colonoscopy (procedure),73761001,Procedure by site (procedure)
362958002,Interstitial brachytherapy (procedure),113120007,Procedure by site (procedure)
362958002,Brachytherapy of breast (procedure),447759004,Procedure by site (procedure)
362958002,Radiography of ankle (procedure),19490002,Procedure by site (procedure)
362958002,Percutaneous coronary intervention,415070008,Procedure by site (procedure)
362958002,Removal of intrauterine device,68254000,Procedure by site (procedure)
362958002,Episiotomy (procedure),85548006,Procedure by site (procedure)
362958002,Fetal anatomy study,271442007,Procedure by site (procedure)
362958002,Intracavitary brachytherapy (procedure),384692006,Procedure by site (procedure)
362958002,Excision of sentinel lymph node (procedure),443497002,Procedure by site (procedure)
362958002,Evaluation of uterine fundal height,274804006,Procedure by site (procedure)
362958002,Vasectomy (procedure),22523008,Procedure by site (procedure)
362958002,Extraction of wisdom tooth (procedure),65546002,Procedure by site (procedure)
362958002,Plain X-ray of clavicle (procedure),168594001,Procedure by site (procedure)
362958002,Manual pelvic examination (procedure),35025007,Procedure by site (procedure)
362958002,Radiography of humerus (procedure),1225002,Procedure by site (procedure)
362958002,Postnatal visit,169762003,Procedure by site (procedure)
362958002,Diagnostic fiberoptic bronchoscopy (procedure),173160006,Procedure by site (procedure)
362958002,Intravenous infusion (procedure),14152002,Procedure by site (procedure)
362958002,Surgical manipulation of shoulder joint,387685009,Procedure by site (procedure)
362958002,Lumpectomy of breast (procedure),392021009,Procedure by site (procedure)
362958002,Transplant of lung (procedure),88039007,Procedure by site (procedure)
362958002,Brief general examination (procedure),162676008,Procedure by site (procedure)
362958002,General examination of patient (procedure),162673000,Procedure by site (procedure)
362958002,Pelvis X-ray (procedure),268425006,Procedure by site (procedure)
362958002,Screening mammography (procedure),24623002,Procedure by site (procedure)
362958002,Total knee replacement (procedure),609588000,Procedure by site (procedure)
362958002,Lung volume reduction surgery (procedure),429609002,Procedure by site (procedure)
362958002,Insertion of subcutaneous contraceptive,169553002,Procedure by site (procedure)
362958002,"Skin test for tuberculosis, Tine test (procedure)",28163009,Procedure by site (procedure)
362958002,Excision of breast tissue (procedure),69031006,Procedure by site (procedure)
362958002,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),433112001,Procedure by site (procedure)
362958002,Mammogram - symptomatic (procedure),241055006,Procedure by site (procedure)
362958002,Epidural anesthesia (procedure),18946005,Procedure by site (procedure)
362958002,Laparoscopic cholecystectomy (procedure),45595009,Procedure by site (procedure)
362958002,Magnetic resonance imaging of breast (procedure),241615005,Procedure by site (procedure)
362958002,Bone immobilization,274474001,Procedure by site (procedure)
362958002,Incision of trachea (procedure),48387007,Procedure by site (procedure)
362958002,Electroencephalogram (procedure),54550000,Procedure by site (procedure)
362958002,Plain chest X-ray (procedure),399208008,Procedure by site (procedure)
362958002,Ultrasonography of bilateral breasts (procedure),1571000087109,Procedure by site (procedure)
362958002,Take blood sample,82078001,Procedure by site (procedure)
362958002,Intramuscular injection,76601001,Procedure by site (procedure)
362958002,Prostatectomy (procedure),90470006,Procedure by site (procedure)
362958002,Bilateral tubal ligation (procedure),287664005,Procedure by site (procedure)
362958002,Transthoracic echocardiography (procedure),433236007,Procedure by site (procedure)
362958002,Electrocardiographic procedure (procedure),29303009,Procedure by site (procedure)
362958002,Replacement of contraceptive intrauterine device,46706006,Procedure by site (procedure)
362958002,Rectal polypectomy (procedure),274031008,Procedure by site (procedure)
362958002,Cesarean section (procedure),11466000,Procedure by site (procedure)
362958002,Removal of subcutaneous contraceptive,301807007,Procedure by site (procedure)
362958002,Fine needle aspiration biopsy of lung (procedure),432231006,Procedure by site (procedure)
362958002,Intravenous blood transfusion of packed cells (procedure),180207008,Procedure by site (procedure)
362958002,Methotrexate injection into tubal pregnancy,236931002,Procedure by site (procedure)
362958002,Excision of axillary lymph node (procedure),234262008,Procedure by site (procedure)
362958002,Transthoracic three dimensional ultrasonography of heart (procedure),434158009,Procedure by site (procedure)
362958002,Amputation above-knee (procedure),79733001,Procedure by site (procedure)
362958002,Cholecystectomy (procedure),38102005,Procedure by site (procedure)
362958002,Ultrasound scan for fetal viability (procedure),169230002,Procedure by site (procedure)
362958002,Echocardiography (procedure),40701008,Procedure by site (procedure)
362958002,Biopsy of colon (procedure),76164006,Procedure by site (procedure)
362958002,Well child visit (procedure),410620009,Procedure by site (procedure)
362958002,Sentinel lymph node biopsy (procedure),396487001,Procedure by site (procedure)
362958002,Direct current cardioversion (procedure),180325003,Procedure by site (procedure)
362958002,Single lung transplant (procedure),232657004,Procedure by site (procedure)
362958002,Magnetic resonance imaging for measurement of brain volume (procedure),698354004,Procedure by site (procedure)
362958002,Excision of fallopian tube and surgical removal of ectopic pregnancy (procedure),445912000,Procedure by site (procedure)
362958002,Intravenous antibiotic therapy,281790008,Procedure by site (procedure)
362958002,Total replacement of hip (procedure),52734007,Procedure by site (procedure)
362958002,Amputation of the foot (procedure),180030006,Procedure by site (procedure)
362958002,Ultrasonography of abdomen right upper quadrant and epigastrium,426701000119108,Procedure by site (procedure)
362958002,Subcutaneous immunotherapy,180256009,Procedure by site (procedure)
362958002,Physical examination procedure (procedure),5880005,Procedure by site (procedure)
362958002,Radiography of wrist (procedure),60027007,Procedure by site (procedure)
362958002,Pulmonary rehabilitation (regime/therapy),15081005,Procedure by site (procedure)
362958002,Surgical manipulation of joint of knee (procedure),699253003,Procedure by site (procedure)
362958002,Computed tomography of chest and abdomen,418891003,Procedure by site (procedure)
362958002,Biopsy of prostate (procedure),65575008,Procedure by site (procedure)
362958002,Biopsy of breast (procedure),122548005,Procedure by site (procedure)
362958002,Thoracentesis (procedure),91602002,Procedure by site (procedure)
362958002,Insertion of intrauterine contraceptive device,65200003,Procedure by site (procedure)
362958002,Respiratory therapy,53950000,Procedure by site (procedure)
362958002,Intravenous injection (procedure),43060002,Procedure by site (procedure)
362958002,Mammography (procedure),71651007,Procedure by site (procedure)
362958002,Partial resection of colon (procedure),43075005,Procedure by site (procedure)
362958002,Catheter ablation of tissue of heart (procedure),18286008,Procedure by site (procedure)
362958002,Insertion of biventricular implantable cardioverter defibrillator,447365002,Procedure by site (procedure)
362958002,Digital examination of rectum (procedure),410006001,Procedure by site (procedure)
362958002,Construction of diverting colostomy (procedure),387607004,Procedure by site (procedure)
362958002,Initial Psychiatric Interview with mental status evaluation,79094001,Procedure by site (procedure)
