att_type_id,att_type_term,att_value_id,att_value_term,group,snomedConcept,snomedIdentifier
363698007,Finding site (attribute),54805005,Structure of pudendal nerve (body structure),0.0,Pudendal neuralgia (disorder),427972000
363698007,Finding site (attribute),272673000,Bone structure (body structure),0.0,Malignant neoplasm of bone (disorder),428281000
116676008,Associated morphology (attribute),367651003,"Malignant neoplasm of primary, secondary, or uncertain origin (morphologic abnormality)",0.0,Malignant neoplasm of bone (disorder),428281000
246075003,Causative agent (attribute),87588000,High altitude (physical force),0.0,Anoxia caused by high altitude (disorder) ,42883007
363698007,Finding site (attribute),61352006,Structure of Achilles tendon (body structure),0.0,Rupture of Achilles tendon (disorder),429513001
116676008,Associated morphology (attribute),125671007,Rupture (morphologic abnormality),0.0,Rupture of Achilles tendon (disorder),429513001
363714003,Interprets (attribute),311465003,Cognitive functions (observable entity),0.0,Vascular dementia (disorder),429998004
363713009,Has interpretation (attribute),260379002,Impaired (qualifier value),0.0,Vascular dementia (disorder),429998004
42752001,Due to (attribute),62914000,Cerebrovascular disease (disorder),1.0,Vascular dementia (disorder),429998004
363698007,Finding site (attribute),12738006,Brain structure (body structure),2.0,Vascular dementia (disorder),429998004
363698007,Finding site (attribute),279371005,Renal collecting system structure (body structure),0.0,Hydronephrosis (disorder),43064006
116676008,Associated morphology (attribute),25322007,Dilatation (morphologic abnormality),0.0,Hydronephrosis (disorder),43064006
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Eczema (disorder),43116000
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Eczema (disorder),43116000
363698007,Finding site (attribute),117590005,Ear structure (body structure),0.0,Otitis (disorder),43275000
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Otitis (disorder),43275000
363698007,Finding site (attribute),113262008,Thoracic aorta structure (body structure),0.0,Aneurysm of thoracic aorta (disorder),433068007
116676008,Associated morphology (attribute),85659009,Aneurysm (morphologic abnormality),0.0,Aneurysm of thoracic aorta (disorder),433068007
363698007,Finding site (attribute),16219000,Structure of posterior cruciate ligament of knee joint (body structure),0.0,Injury of posterior cruciate ligament (disorder),433162006
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),0.0,Injury of posterior cruciate ligament (disorder),433162006
42752001,Due to (attribute),773760007,Traumatic event (event),1.0,Injury of posterior cruciate ligament (disorder),433162006
363698007,Finding site (attribute),21483005,Structure of central nervous system (body structure),0.0,Intracranial hypotension (disorder),433691000124104
363698007,Finding site (attribute),15497006,Ovarian structure (body structure),0.0,Mittelschmerz (finding),43548008
363714003,Interprets (attribute),66523006,Female reproductive function (observable entity),1.0,Mittelschmerz (finding),43548008
363698007,Finding site (attribute),54066008,Pharyngeal structure (body structure),0.0,Streptococcal sore throat (disorder),43878008
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Streptococcal sore throat (disorder),43878008
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Streptococcal sore throat (disorder),43878008
246075003,Causative agent (attribute),58800005,Genus Streptococcus (organism),0.0,Streptococcal sore throat (disorder),43878008
363698007,Finding site (attribute),59820001,Blood vessel structure (body structure),0.0,Arteriovenous fistula (disorder),439470001
116676008,Associated morphology (attribute),128617001,Arteriovenous fistula (morphologic abnormality),0.0,Arteriovenous fistula (disorder),439470001
363714003,Interprets (attribute),364645004,Eating feeding / drinking observable (observable entity),0.0,Binge eating disorder (disorder),439960005
363714003,Interprets (attribute),228272008,Health-related behavior (observable entity),1.0,Binge eating disorder (disorder),439960005
363698007,Finding site (attribute),90264002,Male genital structure (body structure),0.0,Premature ejaculation (finding),44001008
363714003,Interprets (attribute),246464006,Function (observable entity),1.0,Premature ejaculation (finding),44001008
363698007,Finding site (attribute),113331007,Structure of endocrine system (body structure),0.0,Diabetes mellitus type 2 (disorder),44054006
363698007,Finding site (attribute),74281007,Myocardium structure (body structure),0.0,Takotsubo cardiomyopathy (disorder),441541008
363714003,Interprets (attribute),397686008,"Sense of smell, function (observable entity)",0.0,Loss of sense of smell (finding),44169009
363713009,Has interpretation (attribute),2667000,Absent (qualifier value),0.0,Loss of sense of smell (finding),44169009
363698007,Finding site (attribute),12738006,Brain structure (body structure),0.0,Abscess of brain (disorder),441806004
116676008,Associated morphology (attribute),44132006,Abscess (morphologic abnormality),0.0,Abscess of brain (disorder),441806004
363698007,Finding site (attribute),20139000,Structure of respiratory system (body structure),0.0,Influenza caused by Influenza A virus subtype H1N1 (disorder),442696006
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Influenza caused by Influenza A virus subtype H1N1 (disorder),442696006
246075003,Causative agent (attribute),442352004,Influenza A virus subtype H1N1 (organism),0.0,Influenza caused by Influenza A virus subtype H1N1 (disorder),442696006
116676008,Associated morphology (attribute),443334005,Medulloblastoma - category (morphologic abnormality),0.0,Medulloblastoma (disorder),443333004
363698007,Finding site (attribute),12738006,Brain structure (body structure),1.0,Medulloblastoma (disorder),443333004
116676008,Associated morphology (attribute),443354006,Ependymoma - category (morphologic abnormality),0.0,Ependymoma (disorder),443643007
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),0.0,Injury while engaged in sports activity (disorder),443786003
42752001,Due to (attribute),418019003,Accidental event (event),1.0,Injury while engaged in sports activity (disorder),443786003
116676008,Associated morphology (attribute),443565000,Oligodendroglioma - category (morphologic abnormality),0.0,Oligodendroglioma (disorder),443936004
246090004,Associated finding (attribute),58214004,Schizophrenia (disorder),0.0,History of schizophrenia in child of subject (situation),444180005
408729009,Finding context (attribute),410515003,Known present (qualifier value),0.0,History of schizophrenia in child of subject (situation),444180005
408732007,Subject relationship context (attribute),444192005,Child of subject (person),0.0,History of schizophrenia in child of subject (situation),444180005
408731000,Temporal context (attribute),410511007,Current or past (actual) (qualifier value),0.0,History of schizophrenia in child of subject (situation),444180005
363698007,Finding site (attribute),895007,Structure of anterior cruciate ligament of knee joint (body structure),0.0,Injury of anterior cruciate ligament (disorder),444470001
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),0.0,Injury of anterior cruciate ligament (disorder),444470001
42752001,Due to (attribute),773760007,Traumatic event (event),1.0,Injury of anterior cruciate ligament (disorder),444470001
116676008,Associated morphology (attribute),71307009,Ganglion cyst (morphologic abnormality),0.0,Ganglion cyst (disorder),445008009
363698007,Finding site (attribute),113276009,Intestinal structure (body structure),0.0,Inflammation of intestine caused by Norovirus (disorder),445152004
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Inflammation of intestine caused by Norovirus (disorder),445152004
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Inflammation of intestine caused by Norovirus (disorder),445152004
246075003,Causative agent (attribute),407359000,Genus Norovirus (organism),0.0,Inflammation of intestine caused by Norovirus (disorder),445152004
260686004,Method (attribute),257903006,Repair - action (qualifier value),0.0,Repair of inguinal hernia (procedure),44558001
405813007,Procedure site - Direct (attribute),90785001,Inguinal canal structure (body structure),0.0,Repair of inguinal hernia (procedure),44558001
363700003,Direct morphology (attribute),414402003,Hernial opening (morphologic abnormality),0.0,Repair of inguinal hernia (procedure),44558001
363698007,Finding site (attribute),53085002,Right cardiac ventricular structure (body structure),0.0,Eisenmenger's syndrome (disorder),445928005
116676008,Associated morphology (attribute),56246009,Hypertrophy (morphologic abnormality),0.0,Eisenmenger's syndrome (disorder),445928005
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),1.0,Eisenmenger's syndrome (disorder),445928005
363698007,Finding site (attribute),10746000,Cardiac septum structure (body structure),1.0,Eisenmenger's syndrome (disorder),445928005
116676008,Associated morphology (attribute),6920004,Defect (morphologic abnormality),1.0,Eisenmenger's syndrome (disorder),445928005
263502005,Clinical course (attribute),90734009,Chronic (qualifier value),2.0,Eisenmenger's syndrome (disorder),445928005
42752001,Due to (attribute),79692001,Right to left cardiovascular shunt (finding),3.0,Eisenmenger's syndrome (disorder),445928005
363698007,Finding site (attribute),81040000,Pulmonary artery structure (body structure),4.0,Eisenmenger's syndrome (disorder),445928005
363714003,Interprets (attribute),249893002,Gross movement of body and limbs (observable entity),0.0,Paralysis (finding),44695005
363713009,Has interpretation (attribute),2667000,Absent (qualifier value),0.0,Paralysis (finding),44695005
363714003,Interprets (attribute),255324009,Movement (observable entity),1.0,Paralysis (finding),44695005
363698007,Finding site (attribute),280369009,Brain tissue structure (body structure),0.0,Migraine with aura (disorder),4473006
363698007,Finding site (attribute),281231009,Vascular structure of head (body structure),1.0,Migraine with aura (disorder),4473006
260686004,Method (attribute),257867005,Insertion - action (qualifier value),0.0,Acupuncture (procedure),44868003
424226004,Using device (attribute),60161006,"Acupuncture needle, device (physical object)",0.0,Acupuncture (procedure),44868003
363703001,Has intent (attribute),262202000,Therapeutic intent (qualifier value),1.0,Acupuncture (procedure),44868003
363714003,Interprets (attribute),363808001,Measured body weight (observable entity),0.0,Unintentional weight loss (finding),448765001
